"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q1",7.029301289,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q2",7.606982994,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q3",7.54069153,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1968-Q4",6.834903722,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q1",6.164891315,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q2",5.510473781,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q3",5.479421526,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1969-Q4",6.069005197,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q1",6.629729216,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q2",7.181340692,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q3",6.853289384,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1970-Q4",5.628723942,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q1",4.462871718,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q2",3.341550471,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q3",3.596275919,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1971-Q4",5.276770586,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q1",6.927996572,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q2",8.549659181,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q3",9.294404826,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1972-Q4",9.130326572,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q1",8.968920915,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q2",8.808347221,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q3",8.344813461,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1973-Q4",7.565879121,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q1",6.817828806,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q2",6.113170653,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q3",5.765248132,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1974-Q4",5.779068666,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q1",5.794445526,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q2",5.807360462,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q3",5.62137158,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1975-Q4",5.231910732,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q1",4.856796612,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q2",4.500615207,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q3",4.065831915,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1976-Q4",3.561167642,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q1",3.082236927,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q2",2.600360199,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q3",3.185988957,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1977-Q4",4.878946385,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q1",6.536367346,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q2",8.163617638,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q3",9.061140082,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1978-Q4",9.181234344,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q1",9.284450731,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q2",9.392878676,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q3",9.214405183,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1979-Q4",8.749299133,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q1",9.274204115,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q2",7.60676692,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q3",7.699434116,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1980-Q4",8.732685103,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q1",8.165443787,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q2",10.248938249,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q3",8.483372977,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1981-Q4",7.31911819,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q1",2.952408048,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q2",0.505059441,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q3",-0.736684843,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1982-Q4",-4.623492747,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q1",-3.468731128,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q2",-5.553618924,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q3",-4.079716111,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1983-Q4",-0.7995198,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q1",2.697849923,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q2",3.262564712,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q3",4.892367869,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1984-Q4",2.78553242,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q1",1.854300225,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q2",3.286314794,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q3",1.474999436,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1985-Q4",2.099227801,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q1",-1.668089743,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q2",-1.950427578,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q3",-4.409440916,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1986-Q4",-4.410904065,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q1",-1.9491274,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q2",1.111442286,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q3",3.178231352,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1987-Q4",4.710846071,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q1",3.385812321,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q2",0.309399098,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q3",0.325793806,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1988-Q4",1.102862183,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q1",3.697688495,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q2",4.071222174,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q3",5.88055836,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1989-Q4",2.896988348,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q1",3.200574501,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q2",5.399554526,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q3",4.88221389,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1990-Q4",7.160126077,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1991-Q1",5.16884013,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1991-Q2",4.510489789,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1991-Q3",3.295725258,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1991-Q4",3.841641702,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1992-Q1",3.547179937,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1992-Q2",3.658957609,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1992-Q3",4.42733631,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1992-Q4",2.660116445,"E"
"MEX","QGDP","TOT","PC_CHGPY","Q","1993-Q1",2.59913595,
"MEX","QGDP","TOT","PC_CHGPY","Q","1993-Q2",1.231926505,
"MEX","QGDP","TOT","PC_CHGPY","Q","1993-Q3",1.39153627,
"MEX","QGDP","TOT","PC_CHGPY","Q","1993-Q4",2.584605033,
"MEX","QGDP","TOT","PC_CHGPY","Q","1994-Q1",3.683229842,
"MEX","QGDP","TOT","PC_CHGPY","Q","1994-Q2",5.574326372,
"MEX","QGDP","TOT","PC_CHGPY","Q","1994-Q3",5.304827581,
"MEX","QGDP","TOT","PC_CHGPY","Q","1994-Q4",5.157131801,
"MEX","QGDP","TOT","PC_CHGPY","Q","1995-Q1",-1.919310149,
"MEX","QGDP","TOT","PC_CHGPY","Q","1995-Q2",-8.612519202,
"MEX","QGDP","TOT","PC_CHGPY","Q","1995-Q3",-7.599671112,
"MEX","QGDP","TOT","PC_CHGPY","Q","1995-Q4",-6.915333714,
"MEX","QGDP","TOT","PC_CHGPY","Q","1996-Q1",1.391021692,
"MEX","QGDP","TOT","PC_CHGPY","Q","1996-Q2",8.042115629,
"MEX","QGDP","TOT","PC_CHGPY","Q","1996-Q3",7.829969454,
"MEX","QGDP","TOT","PC_CHGPY","Q","1996-Q4",8.978932098,
"MEX","QGDP","TOT","PC_CHGPY","Q","1997-Q1",6.35523939,
"MEX","QGDP","TOT","PC_CHGPY","Q","1997-Q2",7.337701014,
"MEX","QGDP","TOT","PC_CHGPY","Q","1997-Q3",7.562447825,
"MEX","QGDP","TOT","PC_CHGPY","Q","1997-Q4",7.003318613,
"MEX","QGDP","TOT","PC_CHGPY","Q","1998-Q1",7.826138661,
"MEX","QGDP","TOT","PC_CHGPY","Q","1998-Q2",6.192282624,
"MEX","QGDP","TOT","PC_CHGPY","Q","1998-Q3",4.625568486,
"MEX","QGDP","TOT","PC_CHGPY","Q","1998-Q4",2.313788154,
"MEX","QGDP","TOT","PC_CHGPY","Q","1999-Q1",2.454807005,
"MEX","QGDP","TOT","PC_CHGPY","Q","1999-Q2",2.291808483,
"MEX","QGDP","TOT","PC_CHGPY","Q","1999-Q3",2.65566033,
"MEX","QGDP","TOT","PC_CHGPY","Q","1999-Q4",3.560346358,
"MEX","QGDP","TOT","PC_CHGPY","Q","2000-Q1",4.454026601,
"MEX","QGDP","TOT","PC_CHGPY","Q","2000-Q2",5.405333195,
"MEX","QGDP","TOT","PC_CHGPY","Q","2000-Q3",5.367602849,
"MEX","QGDP","TOT","PC_CHGPY","Q","2000-Q4",3.591429357,
"MEX","QGDP","TOT","PC_CHGPY","Q","2001-Q1",1.712340855,
"MEX","QGDP","TOT","PC_CHGPY","Q","2001-Q2",-0.375598634,
"MEX","QGDP","TOT","PC_CHGPY","Q","2001-Q3",-1.119690475,
"MEX","QGDP","TOT","PC_CHGPY","Q","2001-Q4",-0.925224402,
"MEX","QGDP","TOT","PC_CHGPY","Q","2002-Q1",-1.641805245,
"MEX","QGDP","TOT","PC_CHGPY","Q","2002-Q2",-0.221364339,
"MEX","QGDP","TOT","PC_CHGPY","Q","2002-Q3",0.450313672,
"MEX","QGDP","TOT","PC_CHGPY","Q","2002-Q4",1.238701602,
"MEX","QGDP","TOT","PC_CHGPY","Q","2003-Q1",2.120612304,
"MEX","QGDP","TOT","PC_CHGPY","Q","2003-Q2",1.480688868,
"MEX","QGDP","TOT","PC_CHGPY","Q","2003-Q3",0.769099884,
"MEX","QGDP","TOT","PC_CHGPY","Q","2003-Q4",1.508811574,
"MEX","QGDP","TOT","PC_CHGPY","Q","2004-Q1",2.659826612,
"MEX","QGDP","TOT","PC_CHGPY","Q","2004-Q2",4.057332223,
"MEX","QGDP","TOT","PC_CHGPY","Q","2004-Q3",3.921469506,
"MEX","QGDP","TOT","PC_CHGPY","Q","2004-Q4",4.105353622,
"MEX","QGDP","TOT","PC_CHGPY","Q","2005-Q1",2.878858075,
"MEX","QGDP","TOT","PC_CHGPY","Q","2005-Q2",1.540818094,
"MEX","QGDP","TOT","PC_CHGPY","Q","2005-Q3",2.633890155,
"MEX","QGDP","TOT","PC_CHGPY","Q","2005-Q4",2.990903164,
"MEX","QGDP","TOT","PC_CHGPY","Q","2006-Q1",4.624326135,
"MEX","QGDP","TOT","PC_CHGPY","Q","2006-Q2",5.369644368,
"MEX","QGDP","TOT","PC_CHGPY","Q","2006-Q3",4.712901398,
"MEX","QGDP","TOT","PC_CHGPY","Q","2006-Q4",3.298325384,
"MEX","QGDP","TOT","PC_CHGPY","Q","2007-Q1",2.248064185,
"MEX","QGDP","TOT","PC_CHGPY","Q","2007-Q2",2.01328782,
"MEX","QGDP","TOT","PC_CHGPY","Q","2007-Q3",2.336774052,
"MEX","QGDP","TOT","PC_CHGPY","Q","2007-Q4",2.525019453,
"MEX","QGDP","TOT","PC_CHGPY","Q","2008-Q1",1.626920179,
"MEX","QGDP","TOT","PC_CHGPY","Q","2008-Q2",1.569831594,
"MEX","QGDP","TOT","PC_CHGPY","Q","2008-Q3",1.257003839,
"MEX","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-0.75177297,
"MEX","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-5.643012019,
"MEX","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-7.73617229,
"MEX","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-5.039258647,
"MEX","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-1.830131324,
"MEX","QGDP","TOT","PC_CHGPY","Q","2010-Q1",4.538589528,
"MEX","QGDP","TOT","PC_CHGPY","Q","2010-Q2",7.277546176,
"MEX","QGDP","TOT","PC_CHGPY","Q","2010-Q3",4.851733923,
"MEX","QGDP","TOT","PC_CHGPY","Q","2010-Q4",3.922553309,
"MEX","QGDP","TOT","PC_CHGPY","Q","2011-Q1",3.62160689,
"MEX","QGDP","TOT","PC_CHGPY","Q","2011-Q2",3.035413503,
"MEX","QGDP","TOT","PC_CHGPY","Q","2011-Q3",4.066122375,
"MEX","QGDP","TOT","PC_CHGPY","Q","2011-Q4",3.952162942,
"MEX","QGDP","TOT","PC_CHGPY","Q","2012-Q1",3.803823278,
"MEX","QGDP","TOT","PC_CHGPY","Q","2012-Q2",4.155699489,
"MEX","QGDP","TOT","PC_CHGPY","Q","2012-Q3",2.817749114,
"MEX","QGDP","TOT","PC_CHGPY","Q","2012-Q4",2.960640842,
"MEX","QGDP","TOT","PC_CHGPY","Q","2013-Q1",2.607058671,
"MEX","QGDP","TOT","PC_CHGPY","Q","2013-Q2",1.093422645,
"MEX","QGDP","TOT","PC_CHGPY","Q","2013-Q3",1.454898628,
"MEX","QGDP","TOT","PC_CHGPY","Q","2013-Q4",1.193965781,
"MEX","QGDP","TOT","PC_CHGPY","Q","2014-Q1",1.612281072,
"MEX","QGDP","TOT","PC_CHGPY","Q","2014-Q2",3.528434559,
"MEX","QGDP","TOT","PC_CHGPY","Q","2014-Q3",2.886599312,
"MEX","QGDP","TOT","PC_CHGPY","Q","2014-Q4",3.397288352,
"MEX","QGDP","TOT","PC_CHGPY","Q","2015-Q1",3.256143717,
"MEX","QGDP","TOT","PC_CHGPY","Q","2015-Q2",3.196103147,
"MEX","QGDP","TOT","PC_CHGPY","Q","2015-Q3",4.067396635,
"MEX","QGDP","TOT","PC_CHGPY","Q","2015-Q4",2.73023656,
"MEX","QGDP","TOT","PC_CHGPY","Q","2016-Q1",2.740963548,
"MEX","QGDP","TOT","PC_CHGPY","Q","2016-Q2",1.972934706,
"MEX","QGDP","TOT","PC_CHGPY","Q","2016-Q3",1.740748485,
"MEX","QGDP","TOT","PC_CHGPY","Q","2016-Q4",3.117917018,
"MEX","QGDP","TOT","PC_CHGPY","Q","2017-Q1",3.031911461,
"MEX","QGDP","TOT","PC_CHGPY","Q","2017-Q2",2.97159146,
"MEX","QGDP","TOT","PC_CHGPY","Q","2017-Q3",1.558105128,
"MEX","QGDP","TOT","PC_CHGPY","Q","2017-Q4",1.811299471,
"MEX","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.49327036,
"MEX","QGDP","TOT","PC_CHGPY","Q","2018-Q2",2.177192409,
"MEX","QGDP","TOT","PC_CHGPY","Q","2018-Q3",2.775140426,
"MEX","QGDP","TOT","PC_CHGPY","Q","2018-Q4",1.268873699,
"MEX","QGDP","TOT","PC_CHGPY","Q","2019-Q1",0.367727667,
"MEX","QGDP","TOT","PC_CHGPY","Q","2019-Q2",0.235980686,
"MEX","QGDP","TOT","PC_CHGPY","Q","2019-Q3",-0.123235573,
"MEX","QGDP","TOT","PC_CHGPY","Q","2019-Q4",-0.6710435,
"MEX","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-2.155804488,
"MEX","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-18.663810763,
"MEX","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-8.625736774,
"MEX","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-5.188432979,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q1",3.590292688,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q2",4.928096956,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q3",5.804209966,
"OECD","QGDP","TOT","PC_CHGPY","Q","1963-Q4",6.424843578,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q1",7.961185791,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q2",6.760748323,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q3",5.704771035,
"OECD","QGDP","TOT","PC_CHGPY","Q","1964-Q4",5.191031218,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q1",4.981647547,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q2",4.916404717,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q3",5.288085704,
"OECD","QGDP","TOT","PC_CHGPY","Q","1965-Q4",6.218751143,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q1",6.258846347,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q2",6.362964362,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q3",5.784564538,
"OECD","QGDP","TOT","PC_CHGPY","Q","1966-Q4",4.667769562,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q1",4.093672217,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q2",3.567717107,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q3",3.871405738,
"OECD","QGDP","TOT","PC_CHGPY","Q","1967-Q4",4.292662106,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q1",5.098937731,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q2",5.505935671,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q3",6.212122495,
"OECD","QGDP","TOT","PC_CHGPY","Q","1968-Q4",6.766701969,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q1",6.162702022,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q2",6.186454829,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q3",5.466124731,
"OECD","QGDP","TOT","PC_CHGPY","Q","1969-Q4",4.568176382,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q1",4.080608023,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q2",4.101985669,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q3",4.153958075,
"OECD","QGDP","TOT","PC_CHGPY","Q","1970-Q4",3.502833243,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q1",3.56674833,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q2",3.588030932,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q3",3.569490353,
"OECD","QGDP","TOT","PC_CHGPY","Q","1971-Q4",4.043536637,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q1",4.700742166,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q2",5.300199603,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q3",5.237454557,
"OECD","QGDP","TOT","PC_CHGPY","Q","1972-Q4",6.523469255,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q1",7.355439605,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q2",6.621265977,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q3",5.657898772,
"OECD","QGDP","TOT","PC_CHGPY","Q","1973-Q4",5.012590654,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q1",2.176065755,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q2",1.531019089,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q3",1.178829794,
"OECD","QGDP","TOT","PC_CHGPY","Q","1974-Q4",-0.569998821,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q1",-0.655435668,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q2",-0.588193957,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q3",0.485647622,
"OECD","QGDP","TOT","PC_CHGPY","Q","1975-Q4",2.491839655,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q1",4.71866127,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q2",5.232332712,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q3",5.010898159,
"OECD","QGDP","TOT","PC_CHGPY","Q","1976-Q4",4.577212176,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q1",3.823262986,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q2",3.667506668,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q3",3.706257574,
"OECD","QGDP","TOT","PC_CHGPY","Q","1977-Q4",3.565046551,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q1",3.458328043,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q2",4.59466804,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q3",4.573144441,
"OECD","QGDP","TOT","PC_CHGPY","Q","1978-Q4",5.092662606,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q1",4.863461062,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q2",4.0892528,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q3",3.657275275,
"OECD","QGDP","TOT","PC_CHGPY","Q","1979-Q4",3.006609701,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q1",3.000393965,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q2",0.678101713,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q3",0.484085546,
"OECD","QGDP","TOT","PC_CHGPY","Q","1980-Q4",0.966303898,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q1",1.443880371,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q2",2.737418326,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q3",3.106568541,
"OECD","QGDP","TOT","PC_CHGPY","Q","1981-Q4",1.854326415,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q1",0.493275755,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q2",0.534048132,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q3",-0.265021687,
"OECD","QGDP","TOT","PC_CHGPY","Q","1982-Q4",0.001038571,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q1",1.103225476,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q2",1.970907879,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q3",3.47665395,
"OECD","QGDP","TOT","PC_CHGPY","Q","1983-Q4",4.740460316,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q1",5.418860104,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q2",4.958050728,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q3",4.848004645,
"OECD","QGDP","TOT","PC_CHGPY","Q","1984-Q4",4.039021218,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q1",3.545137186,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q2",3.962879342,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q3",3.899517585,
"OECD","QGDP","TOT","PC_CHGPY","Q","1985-Q4",4.08101407,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q1",3.539073079,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q2",3.095628296,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q3",2.608843962,
"OECD","QGDP","TOT","PC_CHGPY","Q","1986-Q4",2.393059736,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q1",2.269609466,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q2",3.276756416,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q3",3.722014938,
"OECD","QGDP","TOT","PC_CHGPY","Q","1987-Q4",4.969808785,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q1",5.502394804,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q2",4.545779198,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q3",4.495113373,
"OECD","QGDP","TOT","PC_CHGPY","Q","1988-Q4",3.829689061,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q1",4.236991309,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q2",3.909669493,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q3",3.834643442,
"OECD","QGDP","TOT","PC_CHGPY","Q","1989-Q4",3.61606592,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q1",3.346340397,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q2",3.88216706,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q3",3.240434619,
"OECD","QGDP","TOT","PC_CHGPY","Q","1990-Q4",2.514808843,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q1",1.659083735,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q2",1.326035558,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q3",1.252879001,
"OECD","QGDP","TOT","PC_CHGPY","Q","1991-Q4",1.647316127,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q1",2.410253696,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q2",2.119957603,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q3",2.339714223,
"OECD","QGDP","TOT","PC_CHGPY","Q","1992-Q4",1.965689936,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q1",1.292902518,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q2",1.428343611,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q3",1.315507167,
"OECD","QGDP","TOT","PC_CHGPY","Q","1993-Q4",1.920011668,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q1",2.669433808,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q2",2.798554627,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q3",3.315909365,
"OECD","QGDP","TOT","PC_CHGPY","Q","1994-Q4",3.420983145,
